Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene9082	LOC107056278	4_NT_459802v1_random	-	103657	105862	0.0	0.0	0.0
gene9071	LOC107056274	4_NT_459802v1_random	+	13741	18942	0.0	0.0	0.0
gene9076	DCTN1	4_NT_459802v1_random	+	34047	76394	0.0	0.0	0.0
gene9087	LOC107056281	4_NT_459803v1_random	-	41820	47204	0.0	0.0	0.0
gene9088	LOC107056283	4_NT_459806v1_random	-	20005	21616	0.0	0.0	0.0
gene9089	LOC107056282	4_NT_459806v1_random	-	23746	25358	0.0	0.0	0.0
gene9100	LOC107056287	4_NT_459807v1_random	-	16858	18156	0.0	0.0	0.0
gene9094	LOC107056286	4_NT_459807v1_random	-	8046	9357	0.0	0.0	0.0
gene9099	LOC107056284	4_NT_459807v1_random	-	15095	16406	0.0	0.0	0.0
gene9092	LOC107056285	4_NT_459807v1_random	-	4530	5815	0.0	0.0	0.0
gene9097	LOC107056289	4_NT_459807v1_random	-	13329	14621	0.0	0.0	0.0
gene9090	LOC107056293	4_NT_459807v1_random	-	1249	2316	0.0	0.0	0.0
gene9095	LOC107056290	4_NT_459807v1_random	-	9809	11095	0.0	0.0	0.0
gene9093	LOC107056288	4_NT_459807v1_random	-	6473	7594	0.0	0.0	0.0
gene9098	LOC107056294	4_NT_459807v1_random	+	13604	18712	0.0	0.0	0.0
gene9091	LOC107056292	4_NT_459807v1_random	-	2957	4056	0.0	0.0	0.0
gene9096	LOC107056291	4_NT_459807v1_random	-	11569	12877	0.0	0.0	0.0
gene9103	LOC107056295	4_NT_459808v1_random	+	20844	24381	0.0	0.0	0.0
gene9101	LOC771871	4_NT_459808v1_random	+	531	8361	0.0	0.0	0.0
gene9102	LOC777408	4_NT_459808v1_random	+	10460	14641	0.0	0.0	0.0
gene9105	LOC107056296	4_NT_459809v1_random	+	20279	25639	0.0	0.0	0.0
gene9104	LOC107056297	4_NT_459809v1_random	+	8361	11256	0.0	0.0	0.0
gene9108	LOC107056298	4_NT_459818v1_random	-	18553	20110	0.0	0.0	0.0
gene9106	LOC107056300	4_NT_459818v1_random	-	5471	9076	0.0	0.0	0.0
gene9107	LOC107056299	4_NT_459818v1_random	-	12012	15617	0.0	0.0	0.0
gene9110	LOC100857206	4_NT_459824v1_random	+	9740	18737	0.0	0.0	0.0
gene9109	LOC422922	4_NT_459824v1_random	+	3830	7096	0.0	0.0	0.0
gene9112	LOC107056302	4_NT_459826v1_random	+	5389	7056	0.0	0.0	0.0
gene9113	LOC107056304	4_NT_459826v1_random	+	7916	9673	0.0	0.0	0.0
gene9111	LOC107056303	4_NT_459826v1_random	+	8	1155	0.0	0.0	0.0
gene9114	LOC107056305	4_NT_459827v1_random	-	3709	18316	0.0	0.0	0.0
gene9115	LOC107056306	4_NT_459827v1_random	+	4027	6440	0.0	0.0	0.0
gene9117	LOC107056308	4_NT_459828v1_random	+	9882	11355	0.0	0.0	0.0
gene9116	LOC107056307	4_NT_459828v1_random	+	2162	9223	0.0	0.0	0.0
gene9118	LOC107056309	4_NT_459830v1_random	+	945	17049	0.0	0.0	0.0
gene9119	LOC107056310	4_NT_459836v1_random	+	10913	14275	0.0	0.0	0.0
gene9120	LOC107056311	4_NT_459837v1_random	-	5929	7896	0.0	0.0	0.0
gene9121	LOC107056312	4_NT_459838v1_random	+	4657	13235	0.0	0.0	0.0
gene9122	LOC107056313	4_NT_459840v1_random	+	7464	15198	0.0	0.0	0.0
gene9123	LOC107056314	4_NT_459841v1_random	+	4826	13540	0.0	0.0	0.0
gene9124	LOC107056315	4_NT_459842v1_random	+	9440	12341	0.0	0.0	0.0
gene9125	LOC107056316	4_NT_459847v1_random	+	7940	9062	0.0	0.0	0.0
gene9126	LOC107056317	4_NT_459847v1_random	+	12641	13483	0.0	0.0	0.0
gene9128	LOC107056319	4_NT_459848v1_random	+	5301	5983	0.0	0.0	0.0
gene9127	LOC107056318	4_NT_459848v1_random	+	1147	14181	0.0	0.0	0.0
gene9129	LOC107056320	4_NT_459851v1_random	+	4521	14502	0.0	0.0	0.0
gene9130	LOC101749062	4_NT_459854v1_random	-	3165	6005	0.0	0.0	0.0
gene9131	LOC107049171	4_NT_459854v1_random	-	8941	11901	0.0	0.0	0.0
gene9134	LOC107056323	4_NT_459861v1_random	+	3980	5039	0.0	0.0	0.0
gene9132	LOC107056322	4_NT_459861v1_random	+	623	1680	0.0	0.0	0.0
gene9135	LOC107056321	4_NT_459861v1_random	+	5627	6762	0.0	0.0	0.0
gene9133	LOC107056324	4_NT_459861v1_random	+	2069	3391	0.0	0.0	0.0
gene9136	LOC107056325	4_NT_459862v1_random	-	4152	5809	0.0	0.0	0.0
gene9137	LOC107056326	4_NT_459868v1_random	-	1261	11802	0.0	0.0	0.0
gene9138	LOC107056327	4_NT_459878v1_random	-	1338	9628	0.0	0.0	0.0
gene9139	LOC107056328	4_NT_459880v1_random	-	35	2817	0.0	0.0	0.0
gene9140	LOC107056329	4_NT_459882v1_random	-	1533	8129	0.0	0.0	0.0
gene9141	LOC107056330	4_NT_459884v1_random	-	6599	6934	0.0	0.0	0.0
gene9143	LOC107056332	4_NT_459892v1_random	+	3758	5356	0.0	0.0	0.0
gene9142	LOC107056331	4_NT_459892v1_random	+	271	3416	0.0	0.0	0.0
gene9144	LOC107049158	4_NT_459894v1_random	+	3913	7865	0.0	0.0	0.0
gene9145	LOC107056333	4_NT_459899v1_random	-	1696	5073	0.0	0.0	0.0
gene9146	LOC107056334	4_NT_459899v1_random	-	6604	9855	0.0	0.0	0.0
gene9147	LOC107056335	4_NT_459900v1_random	-	282	10768	0.0	0.0	0.0
gene9148	LOC107056340	4_NT_459901v1_random	+	1510	2687	0.0	0.0	0.0
gene9152	LOC107056337	4_NT_459901v1_random	+	6719	8432	0.0	0.0	0.0
gene9150	LOC107056336	4_NT_459901v1_random	+	3279	4914	0.0	0.0	0.0
gene9149	LOC107056341	4_NT_459901v1_random	-	2963	7803	0.0	0.0	0.0
gene9153	LOC107056339	4_NT_459901v1_random	+	8517	9703	0.0	0.0	0.0
gene9151	LOC107056338	4_NT_459901v1_random	+	4999	6674	0.0	0.0	0.0
gene9154	LOC107056342	4_NT_459902v1_random	-	12	10780	0.0	0.0	0.0
gene9155	LOC107056343	4_NT_459906v1_random	+	6130	10547	0.0	0.0	0.0
gene9156	LOC107056344	4_NT_459911v1_random	+	765	3576	0.0	0.0	0.0
gene9157	LOC100858824	4_NT_459917v1_random	-	2754	10181	0.0	0.0	0.0
gene9158	LOC107056345	4_NT_459927v1_random	+	113	10078	0.0	0.0	0.0
gene9159	LOC107056346	4_NT_459928v1_random	-	151	6245	0.0	0.0	0.0
gene9160	LOC107056347	4_NT_459929v1_random	-	497	976	0.0	0.0	0.0
gene9161	LOC107056348	4_NT_459933v1_random	+	2833	8194	0.0	0.0	0.0
gene9162	LOC107056349	4_NT_459935v1_random	-	5681	6472	0.0	0.0	0.0
gene9163	LOC107056350	4_NT_459936v1_random	-	462	8909	0.0	0.0	0.0
gene9165	LOC107056352	4_NT_459937v1_random	+	3858	5816	0.0	0.0	0.0
gene9166	LOC107056351	4_NT_459937v1_random	+	8125	9186	0.0	0.0	0.0
gene9164	LOC107056353	4_NT_459937v1_random	+	618	3246	0.0	0.0	0.0
gene9167	LOC107056354	4_NT_459939v1_random	+	187	848	0.0	0.0	0.0
gene9168	LOC107056355	4_NT_459944v1_random	+	2197	5389	0.0	0.0	0.0
gene9169	LOC107056356	4_NT_459960v1_random	-	875	4631	0.0	0.0	0.0
gene9172	LOC107056358	4_NT_459965v1_random	+	5001	8802	0.0	0.0	0.0
gene9170	LOC107056357	4_NT_459965v1_random	+	181	2098	0.0	0.0	0.0
gene9171	LOC107056359	4_NT_459965v1_random	+	2689	4568	0.0	0.0	0.0
gene9173	LOC107056360	4_NT_459966v1_random	+	1629	8113	0.0	0.0	0.0
gene9174	LOC107056361	4_NT_459970v1_random	-	31	8297	0.0	0.0	0.0
gene9175	LOC107056362	4_NT_459978v1_random	+	3227	7700	0.0	0.0	0.0
gene9176	LOC107056363	4_NT_459980v1_random	+	892	6658	0.0	0.0	0.0
gene9177	RSPH4A	4_NT_459982v1_random	-	4254	8195	0.0	0.0	0.0
gene9178	LOC107056364	4_NT_459987v1_random	-	5781	8423	0.0	0.0	0.0
gene9179	LOC107056365	4_NT_459988v1_random	+	151	5754	0.0	0.0	0.0
gene9180	LOC101749136	4_NT_459990v1_random	-	196	8369	0.0	0.0	0.0
gene9181	LOC107056366	4_NT_460000v1_random	-	1	5233	0.0	0.0	0.0
gene9182	LOC107056367	4_NT_460008v1_random	-	2322	5102	0.0	0.0	0.0
gene9183	LOC107056368	4_NT_460009v1_random	+	2513	7188	0.0	0.0	0.0
gene9184	LOC107056369	4_NT_460011v1_random	+	1651	7965	0.0	0.0	0.0
gene9185	LOC107056370	4_NT_460015v1_random	+	4138	5654	0.0	0.0	0.0
gene9186	LOC107056371	4_NT_460017v1_random	-	5404	7998	0.0	0.0	0.0
gene9187	LOC107056372	4_NT_460024v1_random	+	940	7071	0.0	0.0	0.0
gene9188	LOC107056373	4_NT_460036v1_random	+	1796	3930	0.0	0.0	0.0
gene9189	LOC107056374	4_NT_460042v1_random	+	2196	7459	0.0	0.0	0.0
gene9190	LOC107056375	4_NT_460043v1_random	-	463	6501	0.0	0.0	0.0
gene9191	LOC107056376	4_NT_460045v1_random	+	4411	4894	0.0	0.0	0.0
gene9192	LOC107056377	4_NT_460050v1_random	+	148	1004	0.0	0.0	0.0
gene9193	LOC107056378	4_NT_460055v1_random	-	663	7040	0.0	0.0	0.0
gene9194	LOC107056379	4_NT_460057v1_random	+	147	6782	0.0	0.0	0.0
gene9195	LOC107056380	4_NT_460059v1_random	+	194	7116	0.0	0.0	0.0
gene9196	LOC107056381	4_NT_460065v1_random	-	188	7128	0.0	0.0	0.0
gene9197	LOC107056382	4_NT_460080v1_random	+	2781	3339	0.0	0.0	0.0
gene9199	LOC107056383	4_NT_460096v1_random	+	3657	6419	0.0	0.0	0.0
gene9198	LOC107056384	4_NT_460096v1_random	-	2497	3233	0.0	0.0	0.0
gene9200	LOC107056385	4_NT_460100v1_random	+	1520	3848	0.0	0.0	0.0
gene9201	LOC107056386	4_NT_460102v1_random	-	736	6224	0.0	0.0	0.0
gene9202	LOC107056387	4_NT_460103v1_random	-	2519	6146	0.0	0.0	0.0
gene9203	LOC107056388	4_NT_460104v1_random	+	60	3399	0.0	0.0	0.0
gene9204	LOC107056389	4_NT_460123v1_random	-	20	5737	0.0	0.0	0.0
gene9205	LOC107056390	4_NT_460142v1_random	+	1515	3256	0.0	0.0	0.0
gene9206	LOC107049186	4_NT_460153v1_random	-	72	2615	0.0	0.0	0.0
gene9207	LOC107056391	4_NT_460157v1_random	+	2642	4164	0.0	0.0	0.0
gene9208	LOC107056392	4_NT_460190v1_random	-	15	3699	0.0	0.0	0.0
gene9209	LOC107056393	4_NT_460193v1_random	-	243	3684	0.0	0.0	0.0
gene9210	LOC107056394	4_NT_460197v1_random	+	348	4294	0.0	0.0	0.0
gene9211	LOC107056395	4_NT_460205v1_random	-	62	2002	0.0	0.0	0.0
gene9212	LOC107056396	4_NT_460208v1_random	+	160	1972	0.0	0.0	0.0
gene9213	LOC107056397	4_NT_460210v1_random	-	549	4321	0.0	0.0	0.0
gene9214	LOC107056398	4_NT_460213v1_random	+	2989	4248	0.0	0.0	0.0
gene9215	LOC107056399	4_NT_460217v1_random	-	2245	4277	0.0	0.0	0.0
gene9216	LOC107056400	4_NT_460227v1_random	-	47	3941	0.0	0.0	0.0
gene9217	LOC107056401	4_NT_460236v1_random	+	186	3505	0.0	0.0	0.0
gene9218	LOC107056402	4_NT_460254v1_random	-	832	3581	0.0	0.0	0.0
gene9219	LOC107056403	4_NT_460259v1_random	+	1924	3570	0.0	0.0	0.0
gene9220	LOC107056404	4_NT_460279v1_random	-	141	3303	0.0	0.0	0.0
gene9221	LOC107056405	4_NT_460287v1_random	-	17	3276	0.0	0.0	0.0
gene9222	LOC107056406	4_NT_460289v1_random	-	346	2695	0.0	0.0	0.0
gene9223	LOC107056407	4_NT_460301v1_random	+	173	2437	0.0	0.0	0.0
gene9224	LOC107056408	4_NT_460327v1_random	-	80	2560	0.0	0.0	0.0
gene9225	LOC107056409	4_NT_460360v1_random	+	1110	1941	0.0	0.0	0.0
gene9565	LOC107053407	5	+	14634698	14657245	0.0	0.0	0.0
gene10320	LOC101751553	5	+	52153587	52158669	0.0	0.0	0.0
gene9959	LOC107053499	5	-	31231504	31233455	0.0	0.0	0.0
gene9975	GJD2	5	+	32305469	32307116	0.0	0.0	0.0
gene9403	LOC107053364	5	+	5775240	5778365	0.0	0.0	0.0
gene9948	LOC107053497	5	+	30389231	30403064	0.0	0.0	0.0
gene10520	LOC107053611	5	+	59823075	59824022	0.0	0.0	0.0
gene9877	LOC107053482	5	-	26933807	26943464	0.0	0.0	0.0
gene9765	MYBPC3	5	+	22981933	23039476	0.0	0.0	0.0
gene9321	LOC101747931	5	+	1015033	1021644	0.0	0.0	0.0
gene9966	LOC107053604	5	+	31874984	31875579	0.0	0.0	0.0
gene10325	LOC101751737	5	-	52463602	52471441	0.0	0.0	0.0
gene10457	LOC107051822	5	+	57704292	57704999	0.0	0.0	0.0
gene9382	FSHB	5	+	4507975	4511350	0.0	0.0	0.0
gene9404	LOC107053365	5	+	5780855	5789280	0.0	0.0	0.0
gene10417	LOC107053585	5	+	55783599	55806472	0.0	0.0	0.0
gene10299	TMEM179	5	-	51484528	51491786	0.0	0.0	0.0
gene9678	LOC107053432	5	+	17654696	17668147	0.0	0.0	0.0
gene10378	C14ORF39	5	+	54518551	54545778	0.0	0.0	0.0
gene9568	LOC107053415	5	-	14718005	14719390	0.0	0.0	0.0
gene9967	LOC101751896	5	+	31881524	31894375	0.0	0.0	0.0
gene9487	LOC107053384	5	-	11039516	11061976	0.0	0.0	0.0
gene9251	COR4	5	-	235065	236003	0.0	0.0	0.0
gene9596	LOC101749896	5	+	15928856	15935377	0.0	0.0	0.0
gene10499	LOC107051815	5	-	58566327	58569728	0.0	0.0	0.0
gene9405	LOC776720	5	-	5794568	5804004	0.0	0.0	0.0
gene10511	LOC107051817	5	-	59053096	59056549	0.0	0.0	0.0
gene10198	SERPINA3	5	-	45685021	45692382	0.0	0.0	0.0
gene10454	TRNAH-GUG	5	+	57341686	57341757	0.0	0.0	0.0
gene9679	LOC107053439	5	-	17693880	17695613	0.0	0.0	0.0
gene9687	LOC107053433	5	-	18278394	18285523	0.0	0.0	0.0
gene9523	LOC770711	5	+	12783605	12801578	0.0	0.0	0.0
gene9968	LOC101751937	5	+	31923485	31937638	0.0	0.0	0.0
gene9981	LOC107053600	5	-	33184795	33197244	0.0	0.0	0.0
gene9252	OR8D4	5	-	243241	244239	0.0	0.0	0.0
gene9317	OR8U1	5	-	989213	990659	0.0	0.0	0.0
gene10419	LOC101752106	5	-	55828772	55919647	0.0	0.0	0.0
gene9486	LOC107053383	5	+	10888302	11043029	0.0	0.0	0.0
gene10513	LOC101752301	5	+	59236049	59242293	0.0	0.0	0.0
gene10225	LOC101748576	5	-	47957109	47968933	0.0	0.0	0.0
gene10418	LOC107053586	5	+	55810389	55822415	0.0	0.0	0.0
gene9324	COR6	5	-	1344929	1345867	0.0	0.0	0.0
gene9408	C5H11ORF91	5	+	6790225	6791908	0.0	0.0	0.0
gene9881	LOC107053597	5	+	27298719	27301830	0.0	0.0	0.0
gene10133	LOC107053602	5	-	42590328	42594337	0.0	0.0	0.0
gene9518	LOC101751358	5	+	12605631	12610020	0.0	0.0	0.0
gene10221	LOC107053544	5	+	47393038	47397924	0.0	0.0	0.0
gene9702	LOC107053463	5	+	18800454	18821042	0.0	0.0	0.0
gene10291	MIR203A	5	+	50769283	50769380	0.0	0.0	0.0
gene10456	LOC100857428	5	-	57599031	57631137	0.0	0.0	0.0
gene10384	LOC107053595	5	-	54705799	54710042	0.0	0.0	0.0
gene9960	MEIS2	5	+	31240705	31409368	0.0	0.0	0.0
gene9725	LOC107053456	5	-	20474970	20500409	0.0	0.0	0.0
gene10296	LOC101749635	5	-	51277370	51280225	0.0	0.0	0.0
gene10136	LOC107053528	5	-	42965013	42966516	0.0	0.0	0.0
gene9319	COR3	5	+	1002827	1003789	0.0	0.0	0.0
gene10385	LRRC9	5	-	54723543	54738702	0.0	0.0	0.0
gene10163	TC2N	5	-	44478364	44508968	0.0	0.0	0.0
gene9488	LOC107053387	5	-	11083002	11090787	0.0	0.0	0.0
gene10517	LOC101747271	5	+	59555632	59578060	0.0	0.0	0.0
gene9472	LOC107053386	5	-	10164439	10166110	0.0	0.0	0.0
gene9569	MUC	5	-	14719826	14753541	0.0	0.0	0.0
gene10516	LOC107051819	5	-	59531141	59538757	0.0	0.0	0.0
gene10294	LOC107053561	5	+	51081896	51102039	0.0	0.0	0.0
gene10386	LOC107053580	5	-	54741248	54743107	0.0	0.0	0.0
gene10202	LOC107053540	5	-	45868412	45872856	0.0	0.0	0.0
gene9290	SCT	5	+	533853	538699	0.0	0.0	0.0
gene9755	FAM180B	5	-	22781343	22788735	0.0	0.0	0.0
gene9987	LOC423301	5	+	33555907	33565760	0.0	0.0	0.0
gene10512	LOC107051823	5	+	59159174	59160355	0.0	0.0	0.0
gene10222	LOC107053545	5	+	47509155	47531147	0.0	0.0	0.0
gene10396	KCNK4	5	+	55080310	55090830	0.0	0.0	0.0
gene10295	LOC101749585	5	+	51170761	51204686	0.0	0.0	0.0
gene10183	LOC101747932	5	+	45216170	45218695	0.0	0.0	0.0
gene9291	CDHR5	5	+	540070	552422	0.0	0.0	0.0
gene9356	SLC6A5	5	+	2162566	2189584	0.0	0.0	0.0
gene9700	ELF5	5	-	18697485	18711832	0.0	0.0	0.0
gene10265	LOC107053555	5	+	49892916	49893850	0.0	0.0	0.0
gene10324	LOC107053565	5	+	52457954	52479744	0.0	0.0	0.0
gene9974	ACTC1	5	+	32283467	32288278	0.0	0.0	0.0
gene10514	LOC107051818	5	-	59303195	59305733	0.0	0.0	0.0
gene10298	C14ORF180	5	+	51453576	51473699	0.0	0.0	0.0
gene10243	BEGAIN	5	-	48743349	48892284	0.0	0.0	0.0
gene9928	FAM71BL	5	-	29050393	29057204	0.0	0.0	0.0
gene10293	LOC101749505	5	+	51062282	51079352	0.0	0.0	0.0
gene9618	LOC101751123	5	+	16617622	16621035	0.0	0.0	0.0
gene9701	EHF	5	+	18763953	18798079	0.0	0.0	0.0
gene10194	SERPINA4	5	-	45611921	45622004	0.0	0.0	0.0
gene9988	LOC107053601	5	+	33748967	33756631	0.0	0.0	0.0
gene9875	LOC107053442	5	-	26668164	26677458	0.0	0.0	0.0
gene9681	LOC107053440	5	-	17806134	17810723	0.0	0.0	0.0
gene10328	LOC101751780	5	-	52532479	52597531	0.0	0.0	0.0
gene10144	TRNAT-UGU	5	-	43397151	43397223	0.0	0.0	0.0
gene10223	LOC107053546	5	+	47732438	47749624	0.0	0.0	0.0
gene9958	LOC107053599	5	-	31054938	31061143	0.0	0.0	0.0
gene10038	LOC101752122	5	+	37325468	37365545	0.0	0.0	0.0
gene9399	LOC101748128	5	+	5660996	5662381	0.0	0.0	0.0
gene9747	ASTL	5	+	22351059	22362939	0.0	0.0	0.0
gene9982	LOC107053505	5	+	33185946	33186541	0.0	0.0	0.0
gene9976	LOC107053504	5	+	32324065	32345505	0.0	0.0	0.0
gene9668	LOC101749515	5	+	17174559	17181131	0.0	0.0	0.0
gene10521	EML1	5_NT_460418v1_random	+	1409	35381	0.0	0.0	0.0
gene10525	GIF	5_NT_460419v1_random	-	9254	11652	0.0	0.0	0.0
gene10523	MRPL16	5_NT_460419v1_random	-	5313	6504	0.0	0.0	0.0
gene10528	CCDC86	5_NT_460419v1_random	+	19880	21802	0.0	0.0	0.0
gene10526	LOC107056412	5_NT_460419v1_random	+	13353	15806	0.0	0.0	0.0
gene10530	ZP1	5_NT_460419v1_random	+	25383	30433	0.0	0.0	0.0
gene10524	LOC107056410	5_NT_460419v1_random	-	6800	7389	0.0	0.0	0.0
gene10529	BAAT	5_NT_460419v1_random	+	22288	24820	0.0	0.0	0.0
gene10522	STX3	5_NT_460419v1_random	+	867	4694	0.0	0.0	0.0
gene10527	MS4A15	5_NT_460419v1_random	+	18140	19719	0.0	0.0	0.0
gene10531	PRPF19	5_NT_460419v1_random	-	30564	34747	0.0	0.0	0.0
gene10534	OSBP	5_NT_460421v1_random	+	8996	14528	0.0	0.0	0.0
gene10532	STX3	5_NT_460421v1_random	-	124	3404	0.0	0.0	0.0
gene10537	LOC107056413	5_NT_460421v1_random	+	25097	26358	0.0	0.0	0.0
gene10535	CABP4	5_NT_460421v1_random	-	14445	17733	0.0	0.0	0.0
gene10533	PATL1	5_NT_460421v1_random	+	3517	8813	0.0	0.0	0.0
gene10538	RPS6KB2	5_NT_460421v1_random	-	26260	29724	0.0	0.0	0.0
gene10536	CORO1B	5_NT_460421v1_random	+	19688	24995	0.0	0.0	0.0
gene10540	LOC107056415	5_NT_460423v1_random	+	6494	11136	0.0	0.0	0.0
gene10539	LOC107056417	5_NT_460423v1_random	+	1065	5406	0.0	0.0	0.0
gene10541	LOC107056416	5_NT_460423v1_random	+	12519	16863	0.0	0.0	0.0
gene10542	LOC107056414	5_NT_460423v1_random	+	17964	20821	0.0	0.0	0.0
gene10543	LOC107056418	5_NT_460424v1_random	-	21391	22869	0.0	0.0	0.0
gene10545	LOC107056419	5_NT_460425v1_random	-	9735	11791	0.0	0.0	0.0
gene10544	LOC101750458	5_NT_460425v1_random	+	46	8590	0.0	0.0	0.0
gene10546	LOC107056420	5_NT_460426v1_random	+	2349	19102	0.0	0.0	0.0
gene10547	LOC107056421	5_NT_460428v1_random	-	13190	17209	0.0	0.0	0.0
gene10548	LOC107056422	5_NT_460429v1_random	-	11417	22063	0.0	0.0	0.0
gene10549	LOC107056423	5_NT_460430v1_random	-	5902	22131	0.0	0.0	0.0
gene10550	LOC107056424	5_NT_460434v1_random	-	549	3077	0.0	0.0	0.0
gene10551	LOC107056425	5_NT_460434v1_random	-	4510	9141	0.0	0.0	0.0
gene10552	LOC107056426	5_NT_460436v1_random	+	6412	7987	0.0	0.0	0.0
gene10554	LOC107056427	5_NT_460437v1_random	-	7672	12314	0.0	0.0	0.0
gene10555	LOC107056429	5_NT_460437v1_random	-	13404	17285	0.0	0.0	0.0
gene10553	LOC107056428	5_NT_460437v1_random	-	1957	6587	0.0	0.0	0.0
gene10557	LOC107056431	5_NT_460438v1_random	+	9380	12302	0.0	0.0	0.0
gene10556	LOC107056430	5_NT_460438v1_random	+	2402	7230	0.0	0.0	0.0
gene10558	LOC107056432	5_NT_460440v1_random	-	4540	17733	0.0	0.0	0.0
gene10559	LOC107056433	5_NT_460447v1_random	-	64	15912	0.0	0.0	0.0
gene10560	LOC107056434	5_NT_460448v1_random	-	10411	12244	0.0	0.0	0.0
gene10561	LOC107056435	5_NT_460449v1_random	+	4565	6186	0.0	0.0	0.0
gene10562	LOC107056436	5_NT_460452v1_random	+	3211	12003	0.0	0.0	0.0
gene10563	LOC107056437	5_NT_460457v1_random	-	683	10198	0.0	0.0	0.0
gene10564	LOC107056438	5_NT_460459v1_random	-	73	12463	0.0	0.0	0.0
gene10565	LOC107056439	5_NT_460466v1_random	+	2726	13059	0.0	0.0	0.0
gene10568	LOC107056442	5_NT_460467v1_random	-	12251	12915	0.0	0.0	0.0
gene10566	LOC107056441	5_NT_460467v1_random	+	2159	8143	0.0	0.0	0.0
gene10567	LOC107056440	5_NT_460467v1_random	-	10204	12096	0.0	0.0	0.0
gene10569	LOC107056443	5_NT_460468v1_random	-	2477	8653	0.0	0.0	0.0
gene10570	LOC107056444	5_NT_460473v1_random	-	376	12184	0.0	0.0	0.0
gene10571	LOC107056445	5_NT_460475v1_random	+	3798	10393	0.0	0.0	0.0
gene10572	LOC107056446	5_NT_460477v1_random	+	5235	12161	0.0	0.0	0.0
gene10573	LOC107056447	5_NT_460478v1_random	+	8381	11700	0.0	0.0	0.0
gene10574	LOC107056448	5_NT_460491v1_random	+	3364	6489	0.0	0.0	0.0
gene10575	LOC107056449	5_NT_460496v1_random	-	7	9831	0.0	0.0	0.0
gene10576	LOC101748198	5_NT_460497v1_random	-	751	8538	0.0	0.0	0.0
gene10577	LOC107056450	5_NT_460501v1_random	+	2733	4031	0.0	0.0	0.0
gene10578	LOC107056451	5_NT_460502v1_random	-	8430	10088	0.0	0.0	0.0
gene10579	LOC107056452	5_NT_460504v1_random	-	84	2494	0.0	0.0	0.0
gene10580	LOC107056453	5_NT_460510v1_random	+	64	10050	0.0	0.0	0.0
gene10581	LOC107056454	5_NT_460511v1_random	-	133	5450	0.0	0.0	0.0
gene10582	LOC107056455	5_NT_460513v1_random	+	1290	9603	0.0	0.0	0.0
gene10583	LOC107056456	5_NT_460520v1_random	-	5429	7574	0.0	0.0	0.0
gene10584	LOC107056457	5_NT_460530v1_random	-	970	9330	0.0	0.0	0.0
gene10585	LOC107056458	5_NT_460532v1_random	+	2469	6575	0.0	0.0	0.0
gene10586	LOC430910	5_NT_460534v1_random	-	258	3909	0.0	0.0	0.0
gene10587	LOC107056459	5_NT_460536v1_random	-	4118	7004	0.0	0.0	0.0
gene10588	LOC107056460	5_NT_460537v1_random	-	144	8788	0.0	0.0	0.0
gene10589	LOC107056461	5_NT_460539v1_random	-	93	8905	0.0	0.0	0.0
gene10590	LOC107056462	5_NT_460544v1_random	-	310	8091	0.0	0.0	0.0
gene10591	LOC107056463	5_NT_460548v1_random	+	3681	8727	0.0	0.0	0.0
gene10592	LOC107056464	5_NT_460550v1_random	+	3329	4409	0.0	0.0	0.0
gene10593	LOC107056465	5_NT_460563v1_random	-	102	6242	0.0	0.0	0.0
gene10594	LOC107056466	5_NT_460567v1_random	+	352	5225	0.0	0.0	0.0
gene10595	LOC107056467	5_NT_460570v1_random	+	1911	7053	0.0	0.0	0.0
gene10596	LOC107056468	5_NT_460574v1_random	+	479	4878	0.0	0.0	0.0
gene10597	LOC107056469	5_NT_460575v1_random	-	633	5597	0.0	0.0	0.0
gene10598	LOC107056471	5_NT_460579v1_random	+	1740	7588	0.0	0.0	0.0
gene10599	LOC107056472	5_NT_460581v1_random	-	1226	5101	0.0	0.0	0.0
gene10600	LOC107056473	5_NT_460584v1_random	+	2075	3496	0.0	0.0	0.0
gene10601	LOC107056474	5_NT_460584v1_random	+	6154	6922	0.0	0.0	0.0
gene10602	LOC107056475	5_NT_460591v1_random	-	765	7286	0.0	0.0	0.0
gene10603	LOC107056476	5_NT_460599v1_random	+	185	6298	0.0	0.0	0.0
gene10604	LOC107056477	5_NT_460605v1_random	+	648	5645	0.0	0.0	0.0
gene10605	LOC107056478	5_NT_460612v1_random	-	2682	5455	0.0	0.0	0.0
gene10606	LOC107056479	5_NT_460617v1_random	-	4656	6244	0.0	0.0	0.0
gene10607	LOC107056480	5_NT_460618v1_random	+	2641	6482	0.0	0.0	0.0
gene10608	LOC107056481	5_NT_460624v1_random	+	161	3595	0.0	0.0	0.0
gene10609	LOC107056482	5_NT_460628v1_random	+	1685	5161	0.0	0.0	0.0
gene10610	LOC107056483	5_NT_460635v1_random	+	635	4326	0.0	0.0	0.0
gene10611	LOC107056484	5_NT_460636v1_random	-	455	5519	0.0	0.0	0.0
gene10612	LOC107056485	5_NT_460640v1_random	+	743	5107	0.0	0.0	0.0
gene10613	LOC107056486	5_NT_460641v1_random	-	353	5545	0.0	0.0	0.0
gene10614	LOC107056487	5_NT_460658v1_random	-	664	4488	0.0	0.0	0.0
gene10615	LOC100857887	5_NT_460660v1_random	-	3630	4891	0.0	0.0	0.0
gene10616	LOC107056488	5_NT_460664v1_random	-	31	3432	0.0	0.0	0.0
